name	x	y	z	size	group	hemisphere	type
L1D1	-28.457	-58.0905	33.7094769403952	-999	LD	L	depth
L1D2	-32.7588	-62.3901	31.4542254753214	-999	LD	L	depth
L1D3	-33.412	-66.8785	30.0285268900972	-999	LD	L	depth
L1D4	-37.5682	-70.6177	27.5106693731672	-999	LD	L	depth
L1D5	-43.6669	-75.5236	26.2917129098183	-999	LD	L	depth
L1D6	-49.4417	-75.5099	26.6772709275195	-999	LD	L	depth
L3D1	-43.0058	-38.224	36.0358174437994	-999	LD	L	depth
L3D2	-47.4184	-39.5272	33.9212317599619	-999	LD	L	depth
L3D3	-53.219	-42.0795	33.686070876015	-999	LD	L	depth
L3D4	-59.0275	-48.9953	32.6211675464419	-999	LD	L	depth
L5D1	-23.5435	-72.8741	35.3455552550432	-999	LD	L	depth
L5D2	-25.4113	-76.1138	32.6066073726656	-999	LD	L	depth
L5D3	-30.9537	-79.4973	32.7375714815747	-999	LD	L	depth
L5D4	-35.6073	-83.0027	30.672860939681	-999	LD	L	depth
L5D5	-41.8407	-85.4728	28.2843623116847	-999	LD	L	depth
L5D6	-46.3725	-86.0301	27.4772131945045	-999	LD	L	depth
L5D7	-51.3137	-87.2617	26.0977630553684	-999	LD	L	depth
L5D8	-55.671	-89.0123	25.6373517198036	-999	LD	L	depth
L5D9	-58.9684	-89.8237	23.9300100658049	-999	LD	L	depth
L5D10	-63.5595	-90.8213	21.4954278936206	-999	LD	L	depth
L7D1	-13.5092	-85.5357	28.0128281037574	-999	LD	L	depth
L7D2	-19.4331	-88.9463	30.2846155684784	-999	LD	L	depth
L7D3	-23.8126	-93.6678	26.8304271854877	-999	LD	L	depth
L7D4	-28.8432	-95.8925	24.5400762464327	-999	LD	L	depth
L7D5	-34.0037	-98.234	22.2771806550662	-999	LD	L	depth
L7D6	-38.1991	-101.791	21.6170660497187	-999	LD	L	depth
L7D7	-42.4981	-104.35	21.1962220692409	-999	LD	L	depth
L7D8	-45.6053	-106.931	22.369220877046	-999	LD	L	depth
L7D9	-49.4417	-109.478	22.0664831215928	-999	LD	L	depth
L7D10	-53.9856	-111.076	21.9566529737801	-999	LD	L	depth
L9D1	-49.6293	-54.0669	27.689417971388	-999	LD	L	depth
L9D2	-53.676	-57.0986	29.7246526299267	-999	LD	L	depth
L9D3	-58.2176	-59.5326	34.0249559325793	-999	LD	L	depth
L9D4	-60.436	-63.695	37.170046278626	-999	LD	L	depth
L9D5	-63.3625	-67.2108	40.6071632024499	-999	LD	L	depth
L9D6	-66.5109	-70.6512	42.6785816213232	-999	LD	L	depth
L9D7	-69.75	-74.0509	44.7769346945921	-999	LD	L	depth
L9D8	-73.1406	-77.0301	46.9595317460782	-999	LD	L	depth
L9D9	-72.8593	-82.6235	51.735657732476	-999	LD	L	depth
L9D10	-78.0903	-82.8892	50.3066538865257	-999	LD	L	depth
L11D1	-39.8369	-60.7097	27.9245894599137	-999	LD	L	depth
L11D2	-44.8389	-64.3082	27.1331061031592	-999	LD	L	depth
L11D3	-49.7445	-66.095	27.8721644597595	-999	LD	L	depth
L11D4	-56.0946	-67.0287	28.5648732280613	-999	LD	L	depth
L11D5	-60.4418	-67.8807	28.7014730873597	-999	LD	L	depth
L11D6	-65.9705	-69.9761	28.5720308587633	-999	LD	L	depth
L11D7	-70.2761	-73.3711	26.7041220183333	-999	LD	L	depth
L11D8	-73.7406	-74.7783	28.0897093719944	-999	LD	L	depth
L11D9	-79.1687	-75.3534	28.9580932598502	-999	LD	L	depth
L11D10	-82.6265	-77.5513	27.9675936182059	-999	LD	L	depth
L13HD1	-29.5495	-6.41563	-21.2831433503218	-999	LHD	L	depth
L13HD2	-33.4597	-9.96496	-20.0208405859525	-999	LHD	L	depth
L13HD3	-36.4811	-14.5623	-19.6846131970163	-999	LHD	L	depth
L13HD4	-38.1601	-19.1374	-18.3111384339831	-999	LHD	L	depth
L13HD5	-40.0258	-23.7624	-17.8755345314786	-999	LHD	L	depth
L13HD6	-42.1634	-27.1702	-16.7923048462337	-999	LHD	L	depth
L13HD7	-45.5437	-31.855	-16.9509951584813	-999	LHD	L	depth
L13HD8	-48.8095	-36.2727	-17.5537360453525	-999	LHD	L	depth
L13HD9	-50.1714	-41.5825	-17.6709132783926	-999	LHD	L	depth
L13HD10	-53.2646	-46.8604	-17.5009581394024	-999	LHD	L	depth
L15D1	-56.1756	-37.0216	33.5356966326975	-999	LD	L	depth
L15D2	-61.7109	-37.5403	33.5624964784646	-999	LD	L	depth
L15D3	-66.5148	-37.6084	32.9240753689649	-999	LD	L	depth
L15D4	-71.6731	-37.8021	32.0657201216163	-999	LD	L	depth
L15D5	-76.732	-36.661	32.5743034788917	-999	LD	L	depth
L15D6	-83.5842	-36.4307	33.4431959167153	-999	LD	L	depth
L15D7	-88.5283	-36.0294	34.8763229271444	-999	LD	L	depth
L15D8	-93.7389	-33.8775	32.465311995551	-999	LD	L	depth
L15D9	-97.5799	-33.1139	33.5415892325768	-999	LD	L	depth
L15D10	-101.481	-31.9702	35.4531593086331	-999	LD	L	depth
